x,y,d,tile,crater,id
1427,519,30,3_25,1,QON1C
1655,337,24,2_24,0,2HL6F
626,1550,61,3_24,0,D7WWQ
836,261,30,3_25,0,P1SER
747,948,17,3_25,1,CWSPO
798,1014,23,3_24,0,E7GCG
456,1390,30,1_25,1,ALA6I
1337,394,49,3_25,0,9EZ0U
729,837,40,1_25,0,FSVZ0
737,340,14,1_24,0,A931A
678,1023,49,1_25,0,RWXV8
1573,1138,24,2_25,0,80J1I
1163,1087,19,1_25,1,GQORK
403,1417,18,3_24,0,15P0W
478,670,25,2_25,0,OOZNR
1093,844,21,1_24,0,87VT6
1593,1067,16,1_25,0,P5Y1B
385,1656,32,2_25,0,QMSC8
183,1440,28,1_24,1,YZIHO
672,1356,49,3_25,0,KLVGU
844,1002,23,2_24,0,TNZJD
769,1563,57,3_24,0,1BDY1
988,700,12,1_25,1,74H1P
1147,1555,25,1_24,0,HINNO
1492,911,50,3_25,0,N2HMK
356,441,65,1_25,0,0SE6S
1325,1356,27,2_25,1,MK6NS
85,993,21,2_24,0,AU3NQ
969,1572,23,1_25,0,C6GM5
814,101,32,3_24,0,K7XTU
1139,1099,70,1_24,0,L1FBU
140,1341,34,2_24,1,SFU5M
550,1173,45,3_25,0,E3RWW
799,780,31,3_25,0,ONHKW
231,249,42,2_24,0,VBRPV
446,608,42,3_25,0,A8X0D
189,308,19,1_25,1,ITJ1A
413,1029,44,1_25,0,XKSIP
168,767,26,1_24,0,50Y9D
1195,413,41,1_25,1,FC7I1
158,1575,34,1_25,0,2KJ8U
875,1507,26,1_25,0,MLK60
298,1465,24,1_24,1,Y7FST
561,1500,22,2_24,0,KWLR3
1058,1003,25,1_24,1,026VF
1146,29,21,1_24,1,1LZLO
1450,1490,25,2_25,0,A5MN2
910,1019,31,3_25,1,YCJAL
1585,254,21,1_25,1,4A8VZ
1267,428,28,3_25,0,HTZ02
1421,134,78,1_24,0,ZO9AL
305,1234,31,3_24,0,IWK7Q
1498,1462,42,2_25,0,O9V9F
1063,492,16,1_25,1,NR2U2
1496,1434,36,3_24,0,RT50Z
1410,518,25,1_24,0,6BMH3
1316,61,43,1_25,1,3MB7F
800,1348,21,1_25,0,JOIKM
1542,111,21,1_25,1,JCTXL
620,1548,58,3_24,0,E55V0
1575,859,34,3_24,0,OA6WO
315,83,22,3_25,0,JEQIO
318,1607,28,2_25,0,UG5OE
1139,316,25,1_25,0,X0UKH
893,1153,29,1_24,0,GIRAN
308,319,42,2_25,0,Y2Z6O
39,588,19,2_25,1,4PP0D
1489,1443,24,1_25,0,UX78X
60,439,44,1_25,0,41PP8
238,494,19,2_25,0,WFZEN
259,1631,25,2_24,0,RPOGP
101,1249,48,3_24,0,QCVRD
477,1547,21,2_24,1,XFVAS
982,176,30,1_25,1,WCBJY
1487,983,35,2_24,1,BK8VH
718,851,29,3_25,0,IFRDJ
163,1039,33,1_25,0,H99CT
181,585,31,1_24,1,QKSNO
1628,1267,27,2_25,1,SQJG4
320,730,38,3_25,0,S7BRY
50,1025,25,1_25,0,S5G3X
1357,1615,18,1_24,1,4IFZC
1150,1603,16,1_24,1,CS9I8
983,964,51,3_24,0,5A3TD
822,1622,15,2_25,0,X8MFU
297,876,22,3_25,0,2G85U
593,1163,24,1_25,1,JEL7W
1452,522,34,2_24,0,9VV1P
800,1122,24,1_24,1,JCYU9
867,367,30,3_25,0,L8QIT
553,609,29,1_25,1,Z3KAD
217,1367,36,2_25,0,YYQGU
133,1546,24,1_24,1,SC02X
1659,1418,25,1_25,0,2JZZE
737,847,33,1_25,0,FLDFK
741,630,17,1_25,1,WZ6AO
1147,1563,46,1_25,0,DAGYR
1299,982,39,3_25,0,ZDL8O
197,1490,62,1_25,0,OMXTH
125,794,16,3_25,0,X0V9O
1248,499,20,1_25,0,UDDVK
899,493,29,1_24,0,B9LUD
1527,1117,24,3_25,1,IO9IT
1470,567,11,3_25,1,650VM
611,1097,20,1_25,1,CX3WD
958,398,17,1_25,0,3WE1E
555,722,23,2_25,1,PUZJR
1550,1393,25,1_24,0,83KGW
804,1178,19,1_24,1,0BI3N
185,1006,40,1_25,0,FMD2T
707,737,39,1_25,0,LCTGM
1108,1174,23,1_25,0,IK7IE
569,1656,27,1_25,0,X9CXL
706,464,34,3_25,0,YKO9M
327,207,44,1_25,0,CPVGN
955,1000,21,3_24,1,TGT12
29,1514,15,1_25,1,U4XB2
766,1581,23,1_25,1,0EJHJ
1529,1230,26,1_24,0,0NK6W
106,704,18,2_25,1,AUPCC
220,118,22,1_24,1,DWZR7
75,743,11,3_25,1,06L75
1371,1078,35,2_25,0,WATDK
496,837,25,2_24,1,KR59F
1621,475,31,3_25,0,QQN39
408,1265,39,1_25,1,2GFFX
1650,45,17,1_25,0,5MOAE
938,440,26,2_25,0,PFYML
304,1669,25,1_25,0,BEAI1
1163,1386,24,1_24,1,KXQ3C
1626,1577,34,1_24,0,9U774
1274,1204,38,3_25,0,4YK2M
1274,1210,15,2_25,1,LJQDI
1362,543,33,3_25,1,R99J6
58,1232,30,1_25,0,YRU6E
127,269,42,1_25,0,4IQI5
1113,1523,17,1_24,1,ZT16O
1417,1086,29,1_24,1,G1JPH
414,1393,24,2_25,1,KTTHK
252,244,67,3_25,0,4KW0A
1157,1105,65,1_24,0,ERNT9
1579,825,22,2_25,1,CHI5H
1548,625,24,3_24,1,ID078
947,1166,79,1_25,0,KU9HS
1142,1383,28,1_24,0,BXIDD
35,1033,17,1_24,1,IPSCT
118,872,29,2_24,0,W5N3L
175,1453,32,2_25,0,E2TAH
1520,1040,25,2_24,1,8QYUK
625,75,68,1_24,0,U1IZY
868,1069,53,3_25,0,9VA4U
495,921,23,2_25,1,Q9I4A
1036,1516,24,1_25,1,HSVRO
356,1480,29,1_24,1,YY7E0
806,1496,19,1_24,1,DUQY3
214,885,42,1_25,1,O41AJ
986,237,18,2_24,1,S285N
445,369,72,1_24,0,UP3MO
237,523,41,2_24,1,FTB0S
64,1662,26,1_24,0,KT5YT
1035,545,22,3_25,1,C3M7H
73,693,32,1_25,0,8LMNN
1501,632,49,3_25,0,N9RLH
167,564,19,2_24,1,QRE2L
526,1348,27,1_25,0,3H0XE
187,1007,33,1_25,0,WHC6D
947,1015,25,1_24,0,ADFHH
1128,922,29,1_25,0,OYI8C
217,1208,23,3_24,0,1K06E
68,92,22,1_25,1,JLR5S
1401,111,35,1_25,1,O2SH9
1026,845,69,1_24,0,PRM6R
992,985,12,1_25,0,IEPLA
624,486,22,1_25,1,R2QAE
787,740,30,2_24,0,PTYK7
1197,1398,23,3_25,0,3FJDO
515,265,22,1_25,1,ZDHVM
83,825,60,2_24,0,0LJ6A
967,1188,50,3_25,0,DHOAM
1547,724,26,2_25,1,CQL0L
1143,1383,29,1_24,0,AUI31
647,1494,30,2_25,0,YSCYQ
629,1496,27,2_24,0,PBMV2
981,598,35,1_25,0,OFRAN
1070,1522,31,1_25,1,O52LQ
66,508,26,1_25,1,909VR
847,1001,27,1_25,0,0QZNW
685,681,74,3_25,0,CFWIC
1199,771,15,2_24,1,ZNKPZ
179,1661,26,1_24,0,O8BBH
301,480,28,1_24,0,Y8B7J
1528,1670,21,1_24,1,W8YJ8
362,1387,77,2_25,0,VIHDI
1378,1391,24,3_25,0,9NXBX
52,414,19,1_24,1,Y47I4
1071,142,37,1_24,0,ZRIN1
509,1090,33,1_25,0,3WNOJ
1553,899,53,2_24,0,D6LFF
1261,1265,23,3_24,1,WJTJX
907,1163,20,1_24,0,86YHJ
672,1639,35,1_25,1,7RBUA
29,749,21,1_25,1,TIDPC
112,1521,18,2_25,1,BGGAP
1119,668,35,1_24,1,UWDLF
70,1559,44,2_25,0,Q7KUP
871,1520,38,2_24,0,JK0G4
142,149,23,2_24,1,CIWMC
376,1177,43,3_25,0,JY7EX
740,440,47,2_25,0,HAZ2M
1445,603,19,1_25,1,O93VK
1140,316,25,1_25,0,6ZIJ9
836,259,45,1_25,0,H4PUO
541,548,22,1_24,0,MHN87
796,229,39,3_25,1,9394Q
333,1446,18,2_24,0,XO27I
1118,767,61,3_25,0,X796F
299,1570,21,2_24,1,GF0TB
570,277,71,2_25,0,G8ZUR
138,734,21,1_24,0,EBL3C
989,1488,44,1_24,0,FJG6H
761,156,46,3_25,1,IXW2J
1225,345,26,1_25,1,8R812
1227,83,36,1_24,1,U6NHI
806,1202,24,3_25,0,RKK67
95,1306,35,2_24,0,VFNOS
148,1656,20,1_25,1,YW53O
1538,210,35,1_25,1,241VS
200,654,24,3_24,0,T39HE
1430,860,22,1_25,1,7873O
850,466,62,3_25,0,9LJV1
357,790,17,2_24,1,ZEXPP
778,356,17,1_25,1,QNOAR
123,992,20,2_25,1,O7H86
326,1569,19,1_24,1,G3C2C
935,439,35,2_25,0,7BTEY
1103,1660,19,2_24,1,XGT32
1169,1459,28,3_25,0,31JV5
203,268,29,1_25,0,TQO68
633,657,55,3_25,0,L7ZNU
811,1619,20,2_25,0,QABYT
429,308,44,1_24,0,SVQZ8
1485,1452,26,2_25,0,4KU21
754,1379,80,2_24,0,7IYLF
1334,1438,31,3_25,0,KRDPU
126,1098,52,1_25,0,M6A4K
60,681,27,2_25,0,KQUV9
382,152,20,2_25,1,IWQC6
71,748,23,1_25,0,PB27A
1514,1586,17,1_24,0,YZZG3
18,1621,12,3_25,1,A56WE
667,450,25,2_24,0,2K9F9
1647,636,14,3_25,1,FL86H
327,430,40,1_25,0,K7TB6
1590,1301,39,1_24,0,R06N9
589,1487,18,1_25,1,PUK25
1060,769,27,2_24,0,UZKQD
1186,1429,52,1_25,0,0UHMB
1332,251,42,3_25,0,JKXII
504,1187,40,2_24,1,CXGAD
757,994,18,1_25,1,6GWH5
1265,1235,31,3_25,0,PU524
255,1213,40,1_24,0,2D45S
319,990,21,2_24,0,EW1DE
478,1176,17,3_24,1,HVCC0
79,314,39,1_24,0,BM9KF
813,1183,28,3_25,1,3KE0R
148,1237,28,2_24,0,KB69G
649,440,47,1_24,0,T5DTK
1303,860,47,3_25,0,MSQQY
1294,137,33,2_25,0,1HXKF
1288,1252,16,1_25,1,3RF73
125,188,32,3_24,0,DP35W
1196,157,31,1_24,0,MC8SO
64,1662,25,1_24,0,UGBNC
1442,408,18,2_24,1,TLE0A
1114,980,33,1_25,1,SFX31
1288,446,46,3_25,0,AYZUA
505,1141,60,1_25,0,YJTS5
1411,491,57,1_25,0,C1GO6
310,1549,41,1_24,0,XS039
1104,558,26,1_24,0,CP5E3
1653,1203,20,1_25,1,14IU2
906,138,27,1_25,1,ZVP9R
1651,142,38,2_25,1,EZLVG
1015,840,38,2_25,0,F9VD0
1457,853,25,1_24,0,KUMCV
448,1027,71,3_24,0,BHPFD
330,431,36,1_25,0,21AW1
470,519,18,3_25,1,E1UEW
649,110,46,3_25,1,QPGMH
1038,471,57,3_25,0,1J4DW
494,1248,14,3_24,1,8NACR
802,962,19,2_24,0,EIXST
1126,1549,30,1_25,1,Z49YA
1020,193,29,1_25,0,MIYAR
1580,382,35,2_24,0,25JO9
477,534,22,2_25,0,X6NRG
1159,239,22,1_25,1,22RTF
1444,849,21,1_24,1,F0QQJ
38,115,36,3_25,1,Q8Q30
46,797,25,2_25,1,CFL1C
1416,1534,25,1_25,0,LWGHI
1059,487,40,2_25,0,78FTK
166,313,24,1_24,0,MBXDM
631,1564,23,1_25,1,6OCRV
138,734,21,1_24,0,6L4JO
609,323,42,1_24,0,C53CB
1297,577,35,1_24,0,KI91R
631,1246,16,2_25,1,0JFX6
552,1451,19,1_25,1,41YF8
577,88,20,3_25,1,QC47Q
850,1674,23,1_24,1,N8SKP
776,1158,26,1_24,1,XNV9E
270,1609,73,1_25,0,4HSQE
949,1167,79,1_25,0,PRXVA
914,960,44,3_24,0,TP4KB
1597,712,26,3_25,0,BUCXN
66,188,19,1_25,0,3KCKT
827,43,30,1_24,0,1L3MS
102,1013,29,1_24,0,MWOEY
1378,463,37,1_25,0,OQ1CL
332,685,20,2_25,0,QWL0F
684,1100,28,1_24,0,27KMZ
884,1198,37,2_25,1,TDKWN
1134,1216,26,1_25,0,SQ6LF
1286,446,49,3_25,0,5UCMN
1220,1536,19,1_24,1,G112P
108,931,73,2_24,0,JUM6Q
134,1179,17,1_25,1,5K9D8
78,848,34,1_24,0,XFJFA
759,813,25,1_25,1,AAMDU
1367,1417,31,3_24,1,Y46DK
607,1003,26,1_25,0,JVKU6
637,1074,20,1_24,0,R31P6
102,851,47,1_25,1,XKZK2
118,454,20,1_25,1,3JRNA
1481,1452,27,2_25,0,W236R
718,62,45,2_24,0,MMO74
1450,754,19,1_25,1,1J4KL
1401,36,17,1_25,1,XF0T0
822,769,49,1_24,0,HQUIU
662,1353,52,3_25,0,WWZ37
751,1160,17,1_25,1,6C71J
1528,1275,19,1_24,1,UJ08G
1369,1384,16,3_25,1,IASFP
299,1266,27,1_24,0,2U0E4
237,1267,37,1_24,0,U803Y
134,261,17,1_25,0,MZBO3
586,1260,28,1_25,0,ZGF34
675,123,75,3_25,0,Y9OXY
1082,507,30,2_25,0,Z5RFY
930,1623,19,1_24,1,4016C
828,1622,29,2_25,0,KLR7C
312,1649,21,1_24,1,XR5PL
1160,1663,22,1_24,1,8MIDU
1462,671,22,1_25,0,3R9G5
380,69,31,2_25,1,VBXYB
668,452,25,2_24,0,XX5SR
295,936,30,1_25,0,3O6KZ
391,518,16,2_25,1,WS9YZ
1295,39,37,1_25,0,OZ3N2
1517,200,80,3_24,0,742WU
988,1541,22,3_25,1,SQAPS
86,291,27,1_25,0,1JX4H
527,1348,26,1_25,0,Z2XDQ
130,269,43,1_25,0,9VBDB
77,921,23,1_24,0,7E5WU
704,313,47,1_25,0,0GT41
932,822,62,1_24,1,HKT4S
583,234,80,3_25,0,05WUD
1551,897,33,3_24,0,7SZJY
1255,748,30,3_25,1,JYAVJ
319,424,18,2_24,1,AFDUF
256,1499,33,2_24,0,7WYD0
249,1176,30,2_24,0,RQT9Q
1513,1043,38,3_25,0,T1LJZ
728,1004,28,1_24,0,JZ45G
1449,1618,62,1_25,0,64LOL
593,243,53,3_25,0,KKM4B
1495,1358,13,3_25,1,W67O2
320,990,19,2_24,0,KVYO6
354,992,27,2_24,0,ADA3P
1462,985,19,3_25,0,UAEOP
1406,1144,34,3_25,0,JZDWS
800,635,45,2_25,0,56XU1
840,810,31,1_25,0,PKOV5
523,1400,24,1_25,0,VSTTV
1566,881,31,1_24,0,229GI
1050,211,25,1_24,1,VAHJM
1085,1346,18,1_25,1,ZPTK8
1552,1084,23,2_25,0,2EZQO
1561,978,22,1_25,1,TZM7Q
781,675,36,1_24,0,KRVUZ
708,846,79,1_24,0,7UJDT
1605,1654,18,2_24,0,FME9D
205,45,30,1_25,0,J5A7T
888,1204,18,1_24,1,GRJIO
735,391,25,3_24,1,MAN1I
1479,1451,33,2_25,0,GKAX7
827,454,23,1_24,0,VQHXD
140,1355,18,2_25,1,U9ONF
113,1063,18,3_25,1,H0YZ6
673,443,47,2_24,0,6KCP7
1427,1568,21,1_24,1,ZW4V7
1285,935,59,3_25,0,7WE4C
778,115,18,1_25,1,D84C5
592,785,28,3_25,0,8C6K5
1051,970,38,1_24,1,91E82
509,964,21,2_25,1,02FXY
1093,267,44,1_25,0,2QKSB
129,427,27,2_24,0,KN787
1313,494,25,2_25,1,Y8O7O
538,1636,57,3_25,0,234ZE
1012,613,26,3_25,1,Y2OBW
249,209,21,1_25,1,712D7
1048,970,12,1_25,1,LJUFN
1672,346,24,1_25,0,GD1WE
130,789,29,2_24,0,TIOLQ
1651,37,16,3_24,1,7U9HE
323,1380,34,3_25,0,29QIZ
1537,681,32,2_25,0,WDY7H
925,1102,35,2_25,0,5NR28
843,93,20,2_24,1,78WSC
549,1328,15,3_24,1,8Z3FJ
320,1123,19,2_24,1,U7XBL
1294,916,28,2_25,1,0SIYW
888,217,61,1_25,0,P04WJ
924,470,57,3_25,0,7TQW3
1468,360,25,1_25,1,WWYCY
477,551,32,3_25,1,LHL1C
1581,1559,19,1_25,1,YLX0N
218,1622,29,1_25,1,K96I5
1074,577,28,3_25,0,J1A2U
1615,1410,30,1_24,1,RPBEL
418,1028,59,1_25,0,EI7OG
1486,1459,29,3_25,0,NLM6Z
567,1484,22,1_24,0,HIZLA
37,571,15,2_25,1,8J1P2
1140,757,38,3_24,0,LN5L1
1181,442,19,1_24,1,LJVQM
831,937,34,1_25,0,8M0AW
142,543,43,2_24,0,8I2E5
590,772,54,3_25,0,YZADO
1411,1074,20,1_24,1,BA7YW
97,902,23,3_24,1,4QJ2I
1413,1477,15,1_25,1,4CTM9
1370,495,31,3_25,1,1ZKPR
945,1506,46,1_25,1,84HCB
1596,711,26,3_25,0,V0BSW
236,787,32,1_24,1,BZ5PW
807,1474,29,2_24,0,1EX6X
1347,1407,17,1_25,1,TJPD0
1033,839,25,3_24,0,N33O3
218,1208,23,3_24,0,5Q1AP
1365,904,25,1_25,0,IO61G
764,639,19,1_24,0,KHH8D
1055,477,35,1_25,1,F50H4
929,307,53,1_24,0,UABO9
557,1618,48,2_24,0,34A21
1046,1254,17,3_24,1,A5H3I
1163,1206,24,1_25,1,Y2WSH
470,333,21,3_25,0,A1DW0
300,1266,24,1_24,0,ZKB83
165,87,32,3_24,0,NFFNB
1144,1446,28,3_25,1,QIC5G
359,1341,28,2_25,0,PFYZ7
1036,983,22,2_25,0,GQJOW
1275,730,19,1_24,1,WWUM3
772,1101,13,3_24,1,1X0JE
1473,113,50,1_24,0,8UMW2
82,1673,15,3_24,1,QIWCG
761,1620,38,3_24,1,K16PJ
442,76,23,1_25,0,2CJEB
863,411,37,3_25,0,6IF6F
1011,471,24,1_24,1,HX5EQ
437,1294,24,3_24,1,JUUW2
930,1119,20,3_24,1,8GI98
895,62,36,3_25,0,ZTFNR
811,340,34,3_25,0,RVL5A
1106,559,31,1_24,0,URPO9
1481,847,58,1_25,0,NE8RE
1583,825,60,1_24,0,3QM2J
1439,626,43,1_24,0,1NZCM
665,1640,28,1_25,1,Z7ISJ
515,1294,66,1_25,0,K0HZI
1394,1318,19,1_24,1,6ZT5L
471,534,21,1_25,0,LR4WF
984,1610,30,1_25,0,ZN3KD
79,825,22,3_25,1,UIWN0
299,70,21,2_25,1,SSDVR
232,386,22,3_24,0,J14DB
962,1307,20,1_25,0,PW363
105,1020,34,1_24,0,GTZJI
1422,135,78,1_24,0,PV9V1
394,638,25,3_24,1,M9RB2
771,829,60,2_24,1,UCJHO
185,665,63,2_25,1,2C18W
926,1483,26,1_25,0,85PQH
600,1615,38,1_25,1,6GTGJ
1554,1651,23,1_25,0,22KU9
1016,841,35,2_25,0,XMSJA
697,853,33,1_25,0,FGWPC
394,1212,29,2_25,0,ODGFF
153,1203,20,2_25,1,5YQA9
678,1029,19,1_24,1,7QPLH
681,1603,20,1_24,1,YIGV5
1039,1637,43,3_25,0,DUA5Z
105,461,18,1_24,1,K26DA
1111,161,26,1_25,1,OGYMI
484,1280,20,2_24,0,O1SM7
564,1051,22,1_24,0,NBTIU
717,114,41,1_25,0,R1QEQ
310,1517,14,2_24,1,AOOU9
1161,310,17,1_25,1,3LYIM
52,1472,27,3_24,0,OG2X2
1611,1242,19,2_24,1,YSGNL
259,400,23,2_24,0,WHO85
493,1421,15,2_24,1,QY5EP
183,887,34,2_24,0,LDYJY
578,1413,14,1_24,1,5MSB7
1284,74,17,3_24,1,RA2FX
930,241,24,2_24,1,Y67M3
61,978,22,2_25,1,R4MI6
1149,856,46,3_25,0,B9T51
264,672,30,1_24,0,9ALFO
1477,570,18,3_25,0,QOR24
649,765,19,1_25,0,NNKI9
151,1110,22,2_25,0,DPE8G
375,315,30,2_24,0,G28UO
1299,1578,22,1_25,1,R1MFP
712,229,16,1_25,0,SZMVS
440,1578,28,1_24,0,5I551
1052,134,26,1_25,1,EI1LW
1661,1531,24,1_25,0,TWDPV
1298,1634,34,3_25,0,TC521
465,883,21,2_25,1,8HTTG
466,989,61,3_25,0,AG1P5
324,788,17,1_25,1,UVP3U
1535,569,32,1_24,1,HGK30
490,1538,18,1_25,1,MYS6O
283,1672,25,3_25,0,T6U3W
335,185,25,3_24,1,8GMX1
193,511,25,1_24,0,KIJKB
639,1645,22,2_24,1,CO0J6
1672,1120,28,3_24,0,PT50P
346,752,40,1_24,0,WNRL1
666,787,31,1_25,0,ZSCCN
946,113,50,3_25,1,5XNE2
125,425,35,1_24,0,9MMG1
482,614,58,2_25,0,NTOE2
494,449,35,3_25,0,KFVW8
360,543,23,2_25,0,EFNNZ
83,359,28,1_25,0,R4EOY
1418,113,19,3_24,0,2KL4F
667,1449,32,2_25,0,NQIQ0
450,1600,19,1_25,1,IM04M
718,997,23,1_24,0,SAK2E
1219,1436,14,1_25,0,C4XD2
944,1368,23,1_25,0,C1GGR
555,777,18,1_25,1,N4AQ0
410,1330,18,2_24,1,JDU89
53,1215,13,3_24,1,OQLML
850,1357,33,3_24,1,86FLV
677,797,47,3_25,0,FBAG8
934,163,32,1_25,0,63FBZ
1142,757,23,3_24,0,8RR24
1278,859,28,3_25,0,0AY1F
770,635,41,1_25,0,3ZRL0
1214,1074,24,1_25,1,49Q3K
1192,1295,18,1_25,1,6RM8S
799,1150,26,1_25,1,0H378
599,659,27,2_25,0,9XVMA
1519,1613,17,1_24,1,RFWLM
708,465,34,3_25,0,56YVK
537,251,18,1_25,0,JI9WU
643,711,24,1_24,0,A97DI
578,1578,30,1_24,0,UANXA
693,546,23,1_24,1,KNWCS
546,1612,28,1_25,0,DXMNB
730,770,20,1_24,1,1MKFO
737,845,35,1_25,0,J2QCR
1626,1564,16,3_25,1,QB55U
1224,1239,23,1_25,1,XAS7V
390,319,77,3_24,0,FKZX4
349,1074,21,1_25,1,1GSJH
536,985,77,3_25,1,KF6P8
1579,544,27,1_25,1,I5TRP
77,626,28,1_25,1,28M9I
372,1521,30,2_24,0,7PI59
88,123,27,2_25,1,OQPP7
32,1520,23,2_24,1,M8OKP
342,1259,37,1_25,0,HE84S
311,516,38,2_24,1,8FOFY
1356,1458,79,3_25,0,V388W
414,1674,25,1_24,1,I56GD
468,1282,26,1_25,0,4CZWH
854,124,62,2_24,0,F1JOE
400,1201,32,3_24,0,7T56J
383,558,24,3_25,1,I5AQY
1379,1300,27,1_24,1,HR5JA
1468,88,21,1_25,1,BCR85
1060,1200,12,2_24,1,2AOQL
384,1370,32,3_24,0,ZTVE6
1422,1069,37,1_24,1,YYH4G
450,661,40,2_25,0,1CV4V
165,87,30,3_24,0,R1IQH
972,1072,23,2_25,0,CO5YS
1104,808,24,1_25,0,W6RQB
1575,1564,13,3_25,0,ILAY7
121,784,51,2_24,0,IFB3O
573,419,17,1_24,1,SOQ5R
319,945,73,2_24,0,S1UD5
1441,929,44,1_25,1,KKIH7
268,261,23,1_24,0,QMYGX
1285,574,29,1_25,0,8A1MR
1546,189,70,2_25,0,EWRJA
393,1212,28,2_25,0,5K5VL
1555,1201,24,3_25,0,38KEP
1372,749,60,1_25,0,ATNQ7
861,1086,24,1_24,1,6S3YA
442,1321,27,3_24,1,5J791
1505,252,44,1_24,0,WNQG6
1435,1514,20,1_24,1,FWIQW
1404,1404,14,1_25,0,MD3JY
1409,1579,26,1_25,1,RC67S
1361,642,23,1_25,0,44CM9
1286,574,29,1_25,0,DUYSD
1568,1590,15,1_25,1,SDJGJ
960,1175,25,2_25,0,AQJ1I
1034,592,24,3_25,0,7MTN2
1666,1400,26,3_25,0,1OB0D
1038,472,57,3_25,0,LB615
368,252,62,2_25,0,VF8XB
1111,1152,37,2_25,0,J3HB1
1242,472,40,1_24,1,HQZFS
1093,1023,28,3_24,0,Z00PF
414,174,26,1_25,1,VZ5QV
1117,756,28,3_25,0,6JZZ1
202,1558,28,2_24,0,F3DLU
739,165,52,2_24,0,6JX7N
718,423,75,2_25,0,2YO3P
235,941,37,1_24,0,784YT
1548,1434,21,1_25,0,BR4CV
1055,735,26,2_24,0,6PWU7
287,1354,36,2_25,0,NRISY
143,74,18,1_24,0,OSFWQ
394,259,21,2_24,1,UJWR1
463,248,21,3_24,1,1AWKN
496,450,36,3_25,0,JCQTO
433,1262,24,1_24,0,AUEVZ
714,554,20,3_25,1,LJYGO
689,1312,23,3_24,0,PG01Q
1503,907,22,3_25,0,TNSWS
681,1272,56,3_25,0,YEE5M
263,462,30,2_25,0,QBO3K
228,502,45,1_25,0,IL146
1124,807,23,1_24,0,KYDNH
1612,724,30,3_25,1,LBFPO
404,1417,16,3_24,0,11US9
1623,992,20,1_25,1,H21LS
1507,1466,29,2_25,0,Q4VNT
1523,539,23,2_24,1,J173I
854,1548,19,1_24,1,D9MDT
900,46,27,2_24,0,S8A7R
52,1084,23,3_25,0,9UABI
1082,471,23,2_25,0,46KLG
1262,1179,23,1_24,1,475UG
1496,1198,19,2_25,1,5F0Y6
543,1639,25,3_25,1,2FXDO
807,1378,13,3_25,1,X82DM
350,391,26,1_25,0,4NJXS
1613,1063,18,2_25,1,IN3IF
1164,309,23,2_24,0,S3YYK
1150,1566,35,3_25,1,D6LYK
68,267,25,1_25,0,N4JHG
106,1198,20,3_24,1,9BZ9V
1103,66,32,1_25,1,0IR1F
1238,1450,16,1_24,0,UZXPG
566,1072,33,1_24,0,GF9RK
914,1237,20,1_24,1,TKAQH
76,1059,19,1_25,1,UCUBZ
169,146,17,1_24,1,Y5EK5
63,1523,20,2_25,0,7D023
1415,109,39,3_24,0,TCYTR
676,1551,28,1_25,0,GOBW0
419,1342,29,1_25,1,P2BJG
497,850,31,3_25,0,CPHAZ
505,369,24,2_24,1,V2U1Z
296,1361,23,2_24,0,6V46X
68,748,36,1_25,0,7Y9NR
133,46,24,1_25,1,OCUWS
294,91,30,3_25,0,PPJWJ
1401,723,38,1_24,0,EOHG7
836,1226,38,2_24,0,6P57R
990,348,16,1_25,1,ZZHD2
79,833,35,2_24,0,4TDZ7
1625,1311,28,2_25,0,GFT4D
1532,1520,23,1_24,1,HR7YX
1242,437,25,1_25,0,BZCMQ
1276,734,29,2_25,0,16KGN
568,1007,23,1_25,0,A3U0L
141,1429,35,3_25,0,OK5HD
494,1209,16,1_24,1,P8PVK
167,1316,21,2_25,0,NASQ6
1072,501,35,2_25,0,CARLS
705,1040,29,2_24,0,HMYW3
279,1586,26,1_24,0,W5OSK
924,1059,55,3_25,0,DDB56
1318,111,25,1_24,0,BE1PL
382,1652,20,2_24,1,7TZ3P
1204,1540,19,2_24,1,J2ONY
1475,725,26,1_24,1,WZ99V
962,460,42,1_25,0,T6OXZ
91,1069,22,2_25,0,TVPVB
548,744,40,1_25,0,T0O1D
1616,692,28,1_24,1,LH32V
647,437,23,1_24,1,TUBNQ
422,1472,31,2_24,0,Z9V4M
187,804,39,2_24,0,T798P
722,1196,14,3_25,1,5ZPZO
62,900,56,3_24,0,YPBJB
442,701,22,2_25,1,7MIOI
564,405,19,3_24,1,ZRMWK
1579,733,24,3_25,1,RO6WV
1620,785,51,1_24,0,H0A22
1285,445,36,3_25,0,PTUCQ
174,692,74,3_24,1,RU1Y4
1136,1164,17,1_25,0,EMPCR
385,320,51,3_24,0,C7YOV
254,1213,48,1_24,0,Y1KI4
410,592,25,1_25,1,3ZMPL
452,1605,15,1_25,1,5Q9I1
74,1615,29,1_25,0,95AD5
333,1659,29,3_24,1,FPMPL
79,1472,38,1_24,0,RL4QG
723,1102,22,1_24,1,UCNQQ
931,1614,33,1_25,1,WKZID
342,553,15,2_25,1,VAJ5P
678,1228,30,1_25,0,UIF5G
747,511,16,3_24,1,ZCLQ5
783,1192,21,1_25,1,8Q8OP
1042,737,50,2_24,0,A06I8
930,979,31,3_25,1,EK83Y
1580,76,29,1_24,0,X6JIN
1579,833,35,1_24,0,4H6F9
172,1473,32,2_24,1,Q0B6U
1402,847,26,2_25,0,LH7HG
